id	nb_de	valeur_1	valeur_2	valeur_3	valeur_4	valeur_5	valeur_6
4866	6	1	4	5	4	1	6
4867	6	1	4	5	4	2	1
4868	6	1	4	5	4	2	2
4869	6	1	4	5	4	2	3
4870	6	1	4	5	4	2	4
4871	6	1	4	5	4	2	5
4872	6	1	4	5	4	2	6
4873	6	1	4	5	4	3	1
4874	6	1	4	5	4	3	2
4875	6	1	4	5	4	3	3
4876	6	1	4	5	4	3	4
4877	6	1	4	5	4	3	5
4878	6	1	4	5	4	3	6
4879	6	1	4	5	4	4	1
4880	6	1	4	5	4	4	2
4881	6	1	4	5	4	4	3
4882	6	1	4	5	4	4	4
4883	6	1	4	5	4	4	5
4884	6	1	4	5	4	4	6
4885	6	1	4	5	4	5	1
4886	6	1	4	5	4	5	2
4887	6	1	4	5	4	5	3
4888	6	1	4	5	4	5	4
4889	6	1	4	5	4	5	5
4890	6	1	4	5	4	5	6
4891	6	1	4	5	4	6	1
4892	6	1	4	5	4	6	2
4893	6	1	4	5	4	6	3
4894	6	1	4	5	4	6	4
4895	6	1	4	5	4	6	5
4896	6	1	4	5	4	6	6
4897	6	1	4	5	5	1	1
4898	6	1	4	5	5	1	2
4899	6	1	4	5	5	1	3
4900	6	1	4	5	5	1	4
4901	6	1	4	5	5	1	5
4902	6	1	4	5	5	1	6
4903	6	1	4	5	5	2	1
4904	6	1	4	5	5	2	2
4905	6	1	4	5	5	2	3
4906	6	1	4	5	5	2	4
4907	6	1	4	5	5	2	5
4908	6	1	4	5	5	2	6
4909	6	1	4	5	5	3	1
4910	6	1	4	5	5	3	2
4911	6	1	4	5	5	3	3
4912	6	1	4	5	5	3	4
4913	6	1	4	5	5	3	5
4914	6	1	4	5	5	3	6
4915	6	1	4	5	5	4	1
4916	6	1	4	5	5	4	2
4917	6	1	4	5	5	4	3
4918	6	1	4	5	5	4	4
4919	6	1	4	5	5	4	5
4920	6	1	4	5	5	4	6
4921	6	1	4	5	5	5	1
4922	6	1	4	5	5	5	2
4923	6	1	4	5	5	5	3
4924	6	1	4	5	5	5	4
4925	6	1	4	5	5	5	5
4926	6	1	4	5	5	5	6
4927	6	1	4	5	5	6	1
4928	6	1	4	5	5	6	2
4929	6	1	4	5	5	6	3
4930	6	1	4	5	5	6	4
4931	6	1	4	5	5	6	5
4932	6	1	4	5	5	6	6
4933	6	1	4	5	6	1	1
4934	6	1	4	5	6	1	2
4935	6	1	4	5	6	1	3
4936	6	1	4	5	6	1	4
4937	6	1	4	5	6	1	5
4938	6	1	4	5	6	1	6
4939	6	1	4	5	6	2	1
4940	6	1	4	5	6	2	2
4941	6	1	4	5	6	2	3
4942	6	1	4	5	6	2	4
4943	6	1	4	5	6	2	5
4944	6	1	4	5	6	2	6
4945	6	1	4	5	6	3	1
4946	6	1	4	5	6	3	2
4947	6	1	4	5	6	3	3
4948	6	1	4	5	6	3	4
4949	6	1	4	5	6	3	5
4950	6	1	4	5	6	3	6
4951	6	1	4	5	6	4	1
4952	6	1	4	5	6	4	2
4953	6	1	4	5	6	4	3
4954	6	1	4	5	6	4	4
4955	6	1	4	5	6	4	5
4956	6	1	4	5	6	4	6
4957	6	1	4	5	6	5	1
4958	6	1	4	5	6	5	2
4959	6	1	4	5	6	5	3
4960	6	1	4	5	6	5	4
4961	6	1	4	5	6	5	5
4962	6	1	4	5	6	5	6
4963	6	1	4	5	6	6	1
4964	6	1	4	5	6	6	2
4965	6	1	4	5	6	6	3
4966	6	1	4	5	6	6	4
4967	6	1	4	5	6	6	5
4968	6	1	4	5	6	6	6
4969	6	1	4	6	1	1	1
4970	6	1	4	6	1	1	2
4971	6	1	4	6	1	1	3
4972	6	1	4	6	1	1	4
4973	6	1	4	6	1	1	5
4974	6	1	4	6	1	1	6
4975	6	1	4	6	1	2	1
4976	6	1	4	6	1	2	2
4977	6	1	4	6	1	2	3
4978	6	1	4	6	1	2	4
4979	6	1	4	6	1	2	5
4980	6	1	4	6	1	2	6
4981	6	1	4	6	1	3	1
4982	6	1	4	6	1	3	2
4983	6	1	4	6	1	3	3
4984	6	1	4	6	1	3	4
4985	6	1	4	6	1	3	5
4986	6	1	4	6	1	3	6
4987	6	1	4	6	1	4	1
4988	6	1	4	6	1	4	2
4989	6	1	4	6	1	4	3
4990	6	1	4	6	1	4	4
4991	6	1	4	6	1	4	5
4992	6	1	4	6	1	4	6
4993	6	1	4	6	1	5	1
4994	6	1	4	6	1	5	2
4995	6	1	4	6	1	5	3
4996	6	1	4	6	1	5	4
4997	6	1	4	6	1	5	5
4998	6	1	4	6	1	5	6
4999	6	1	4	6	1	6	1
5000	6	1	4	6	1	6	2
5001	6	1	4	6	1	6	3
5002	6	1	4	6	1	6	4
5003	6	1	4	6	1	6	5
5004	6	1	4	6	1	6	6
5005	6	1	4	6	2	1	1
5006	6	1	4	6	2	1	2
5007	6	1	4	6	2	1	3
5008	6	1	4	6	2	1	4
5009	6	1	4	6	2	1	5
5010	6	1	4	6	2	1	6
5011	6	1	4	6	2	2	1
5012	6	1	4	6	2	2	2
5013	6	1	4	6	2	2	3
5014	6	1	4	6	2	2	4
5015	6	1	4	6	2	2	5
5016	6	1	4	6	2	2	6
5017	6	1	4	6	2	3	1
5018	6	1	4	6	2	3	2
5019	6	1	4	6	2	3	3
5020	6	1	4	6	2	3	4
5021	6	1	4	6	2	3	5
5022	6	1	4	6	2	3	6
5023	6	1	4	6	2	4	1
5024	6	1	4	6	2	4	2
5025	6	1	4	6	2	4	3
5026	6	1	4	6	2	4	4
5027	6	1	4	6	2	4	5
5028	6	1	4	6	2	4	6
5029	6	1	4	6	2	5	1
5030	6	1	4	6	2	5	2
5031	6	1	4	6	2	5	3
5032	6	1	4	6	2	5	4
5033	6	1	4	6	2	5	5
5034	6	1	4	6	2	5	6
5035	6	1	4	6	2	6	1
5036	6	1	4	6	2	6	2
5037	6	1	4	6	2	6	3
5038	6	1	4	6	2	6	4
5039	6	1	4	6	2	6	5
5040	6	1	4	6	2	6	6
5041	6	1	4	6	3	1	1
5042	6	1	4	6	3	1	2
5043	6	1	4	6	3	1	3
5044	6	1	4	6	3	1	4
5045	6	1	4	6	3	1	5
5046	6	1	4	6	3	1	6
5047	6	1	4	6	3	2	1
5048	6	1	4	6	3	2	2
5049	6	1	4	6	3	2	3
5050	6	1	4	6	3	2	4
5051	6	1	4	6	3	2	5
5052	6	1	4	6	3	2	6
5053	6	1	4	6	3	3	1
5054	6	1	4	6	3	3	2
5055	6	1	4	6	3	3	3
5056	6	1	4	6	3	3	4
5057	6	1	4	6	3	3	5
5058	6	1	4	6	3	3	6
5059	6	1	4	6	3	4	1
5060	6	1	4	6	3	4	2
5061	6	1	4	6	3	4	3
5062	6	1	4	6	3	4	4
5063	6	1	4	6	3	4	5
5064	6	1	4	6	3	4	6
5065	6	1	4	6	3	5	1
5066	6	1	4	6	3	5	2
5067	6	1	4	6	3	5	3
5068	6	1	4	6	3	5	4
5069	6	1	4	6	3	5	5
5070	6	1	4	6	3	5	6
5071	6	1	4	6	3	6	1
5072	6	1	4	6	3	6	2
5073	6	1	4	6	3	6	3
5074	6	1	4	6	3	6	4
5075	6	1	4	6	3	6	5
5076	6	1	4	6	3	6	6
5077	6	1	4	6	4	1	1
5078	6	1	4	6	4	1	2
5079	6	1	4	6	4	1	3
5080	6	1	4	6	4	1	4
5081	6	1	4	6	4	1	5
5082	6	1	4	6	4	1	6
5083	6	1	4	6	4	2	1
5084	6	1	4	6	4	2	2
5085	6	1	4	6	4	2	3
5086	6	1	4	6	4	2	4
5087	6	1	4	6	4	2	5
5088	6	1	4	6	4	2	6
5089	6	1	4	6	4	3	1
5090	6	1	4	6	4	3	2
5091	6	1	4	6	4	3	3
5092	6	1	4	6	4	3	4
5093	6	1	4	6	4	3	5
5094	6	1	4	6	4	3	6
5095	6	1	4	6	4	4	1
5096	6	1	4	6	4	4	2
5097	6	1	4	6	4	4	3
5098	6	1	4	6	4	4	4
5099	6	1	4	6	4	4	5
5100	6	1	4	6	4	4	6
5101	6	1	4	6	4	5	1
5102	6	1	4	6	4	5	2
5103	6	1	4	6	4	5	3
5104	6	1	4	6	4	5	4
5105	6	1	4	6	4	5	5
5106	6	1	4	6	4	5	6
5107	6	1	4	6	4	6	1
5108	6	1	4	6	4	6	2
5109	6	1	4	6	4	6	3
5110	6	1	4	6	4	6	4
5111	6	1	4	6	4	6	5
5112	6	1	4	6	4	6	6
5113	6	1	4	6	5	1	1
5114	6	1	4	6	5	1	2
5115	6	1	4	6	5	1	3
5116	6	1	4	6	5	1	4
5117	6	1	4	6	5	1	5
5118	6	1	4	6	5	1	6
5119	6	1	4	6	5	2	1
5120	6	1	4	6	5	2	2
5121	6	1	4	6	5	2	3
5122	6	1	4	6	5	2	4
5123	6	1	4	6	5	2	5
5124	6	1	4	6	5	2	6
5125	6	1	4	6	5	3	1
5126	6	1	4	6	5	3	2
5127	6	1	4	6	5	3	3
5128	6	1	4	6	5	3	4
5129	6	1	4	6	5	3	5
5130	6	1	4	6	5	3	6
5131	6	1	4	6	5	4	1
5132	6	1	4	6	5	4	2
5133	6	1	4	6	5	4	3
5134	6	1	4	6	5	4	4
5135	6	1	4	6	5	4	5
5136	6	1	4	6	5	4	6
5137	6	1	4	6	5	5	1
5138	6	1	4	6	5	5	2
5139	6	1	4	6	5	5	3
5140	6	1	4	6	5	5	4
5141	6	1	4	6	5	5	5
5142	6	1	4	6	5	5	6
5143	6	1	4	6	5	6	1
5144	6	1	4	6	5	6	2
5145	6	1	4	6	5	6	3
5146	6	1	4	6	5	6	4
5147	6	1	4	6	5	6	5
5148	6	1	4	6	5	6	6
5149	6	1	4	6	6	1	1
5150	6	1	4	6	6	1	2
5151	6	1	4	6	6	1	3
5152	6	1	4	6	6	1	4
5153	6	1	4	6	6	1	5
5154	6	1	4	6	6	1	6
5155	6	1	4	6	6	2	1
5156	6	1	4	6	6	2	2
5157	6	1	4	6	6	2	3
5158	6	1	4	6	6	2	4
5159	6	1	4	6	6	2	5
5160	6	1	4	6	6	2	6
5161	6	1	4	6	6	3	1
5162	6	1	4	6	6	3	2
5163	6	1	4	6	6	3	3
5164	6	1	4	6	6	3	4
5165	6	1	4	6	6	3	5
5166	6	1	4	6	6	3	6
5167	6	1	4	6	6	4	1
5168	6	1	4	6	6	4	2
5169	6	1	4	6	6	4	3
5170	6	1	4	6	6	4	4
5171	6	1	4	6	6	4	5
5172	6	1	4	6	6	4	6
5173	6	1	4	6	6	5	1
5174	6	1	4	6	6	5	2
5175	6	1	4	6	6	5	3
5176	6	1	4	6	6	5	4
5177	6	1	4	6	6	5	5
5178	6	1	4	6	6	5	6
5179	6	1	4	6	6	6	1
5180	6	1	4	6	6	6	2
5181	6	1	4	6	6	6	3
5182	6	1	4	6	6	6	4
5183	6	1	4	6	6	6	5
5184	6	1	4	6	6	6	6
5185	6	1	5	1	1	1	1
5186	6	1	5	1	1	1	2
5187	6	1	5	1	1	1	3
5188	6	1	5	1	1	1	4
5189	6	1	5	1	1	1	5
5190	6	1	5	1	1	1	6
5191	6	1	5	1	1	2	1
5192	6	1	5	1	1	2	2
5193	6	1	5	1	1	2	3
5194	6	1	5	1	1	2	4
5195	6	1	5	1	1	2	5
5196	6	1	5	1	1	2	6
5197	6	1	5	1	1	3	1
5198	6	1	5	1	1	3	2
5199	6	1	5	1	1	3	3
5200	6	1	5	1	1	3	4
5201	6	1	5	1	1	3	5
5202	6	1	5	1	1	3	6
5203	6	1	5	1	1	4	1
5204	6	1	5	1	1	4	2
5205	6	1	5	1	1	4	3
5206	6	1	5	1	1	4	4
5207	6	1	5	1	1	4	5
5208	6	1	5	1	1	4	6
5209	6	1	5	1	1	5	1
5210	6	1	5	1	1	5	2
5211	6	1	5	1	1	5	3
5212	6	1	5	1	1	5	4
5213	6	1	5	1	1	5	5
5214	6	1	5	1	1	5	6
5215	6	1	5	1	1	6	1
5216	6	1	5	1	1	6	2
5217	6	1	5	1	1	6	3
5218	6	1	5	1	1	6	4
5219	6	1	5	1	1	6	5
5220	6	1	5	1	1	6	6
5221	6	1	5	1	2	1	1
5222	6	1	5	1	2	1	2
5223	6	1	5	1	2	1	3
5224	6	1	5	1	2	1	4
5225	6	1	5	1	2	1	5
5226	6	1	5	1	2	1	6
5227	6	1	5	1	2	2	1
5228	6	1	5	1	2	2	2
5229	6	1	5	1	2	2	3
5230	6	1	5	1	2	2	4
5231	6	1	5	1	2	2	5
5232	6	1	5	1	2	2	6
5233	6	1	5	1	2	3	1
5234	6	1	5	1	2	3	2
5235	6	1	5	1	2	3	3
5236	6	1	5	1	2	3	4
5237	6	1	5	1	2	3	5
5238	6	1	5	1	2	3	6
5239	6	1	5	1	2	4	1
5240	6	1	5	1	2	4	2
5241	6	1	5	1	2	4	3
5242	6	1	5	1	2	4	4
5243	6	1	5	1	2	4	5
5244	6	1	5	1	2	4	6
5245	6	1	5	1	2	5	1
5246	6	1	5	1	2	5	2
5247	6	1	5	1	2	5	3
5248	6	1	5	1	2	5	4
5249	6	1	5	1	2	5	5
5250	6	1	5	1	2	5	6
5251	6	1	5	1	2	6	1
5252	6	1	5	1	2	6	2
5253	6	1	5	1	2	6	3
5254	6	1	5	1	2	6	4
5255	6	1	5	1	2	6	5
5256	6	1	5	1	2	6	6
5257	6	1	5	1	3	1	1
5258	6	1	5	1	3	1	2
5259	6	1	5	1	3	1	3
5260	6	1	5	1	3	1	4
5261	6	1	5	1	3	1	5
5262	6	1	5	1	3	1	6
5263	6	1	5	1	3	2	1
5264	6	1	5	1	3	2	2
5265	6	1	5	1	3	2	3
5266	6	1	5	1	3	2	4
5267	6	1	5	1	3	2	5
5268	6	1	5	1	3	2	6
5269	6	1	5	1	3	3	1
5270	6	1	5	1	3	3	2
5271	6	1	5	1	3	3	3
5272	6	1	5	1	3	3	4
5273	6	1	5	1	3	3	5
5274	6	1	5	1	3	3	6
5275	6	1	5	1	3	4	1
5276	6	1	5	1	3	4	2
5277	6	1	5	1	3	4	3
5278	6	1	5	1	3	4	4
5279	6	1	5	1	3	4	5
5280	6	1	5	1	3	4	6
5281	6	1	5	1	3	5	1
5282	6	1	5	1	3	5	2
5283	6	1	5	1	3	5	3
5284	6	1	5	1	3	5	4
5285	6	1	5	1	3	5	5
5286	6	1	5	1	3	5	6
5287	6	1	5	1	3	6	1
5288	6	1	5	1	3	6	2
5289	6	1	5	1	3	6	3
5290	6	1	5	1	3	6	4
5291	6	1	5	1	3	6	5
5292	6	1	5	1	3	6	6
5293	6	1	5	1	4	1	1
5294	6	1	5	1	4	1	2
5295	6	1	5	1	4	1	3
5296	6	1	5	1	4	1	4
5297	6	1	5	1	4	1	5
5298	6	1	5	1	4	1	6
5299	6	1	5	1	4	2	1
5300	6	1	5	1	4	2	2
5301	6	1	5	1	4	2	3
5302	6	1	5	1	4	2	4
5303	6	1	5	1	4	2	5
5304	6	1	5	1	4	2	6
5305	6	1	5	1	4	3	1
5306	6	1	5	1	4	3	2
5307	6	1	5	1	4	3	3
5308	6	1	5	1	4	3	4
5309	6	1	5	1	4	3	5
5310	6	1	5	1	4	3	6
5311	6	1	5	1	4	4	1
5312	6	1	5	1	4	4	2
5313	6	1	5	1	4	4	3
5314	6	1	5	1	4	4	4
5315	6	1	5	1	4	4	5
5316	6	1	5	1	4	4	6
5317	6	1	5	1	4	5	1
5318	6	1	5	1	4	5	2
5319	6	1	5	1	4	5	3
5320	6	1	5	1	4	5	4
5321	6	1	5	1	4	5	5
5322	6	1	5	1	4	5	6
5323	6	1	5	1	4	6	1
5324	6	1	5	1	4	6	2
5325	6	1	5	1	4	6	3
5326	6	1	5	1	4	6	4
5327	6	1	5	1	4	6	5
5328	6	1	5	1	4	6	6
5329	6	1	5	1	5	1	1
5330	6	1	5	1	5	1	2
5331	6	1	5	1	5	1	3
5332	6	1	5	1	5	1	4
5333	6	1	5	1	5	1	5
5334	6	1	5	1	5	1	6
5335	6	1	5	1	5	2	1
5336	6	1	5	1	5	2	2
5337	6	1	5	1	5	2	3
5338	6	1	5	1	5	2	4
5339	6	1	5	1	5	2	5
5340	6	1	5	1	5	2	6
5341	6	1	5	1	5	3	1
5342	6	1	5	1	5	3	2
5343	6	1	5	1	5	3	3
5344	6	1	5	1	5	3	4
5345	6	1	5	1	5	3	5
5346	6	1	5	1	5	3	6
5347	6	1	5	1	5	4	1
5348	6	1	5	1	5	4	2
5349	6	1	5	1	5	4	3
5350	6	1	5	1	5	4	4
5351	6	1	5	1	5	4	5
5352	6	1	5	1	5	4	6
5353	6	1	5	1	5	5	1
5354	6	1	5	1	5	5	2
5355	6	1	5	1	5	5	3
5356	6	1	5	1	5	5	4
5357	6	1	5	1	5	5	5
5358	6	1	5	1	5	5	6
5359	6	1	5	1	5	6	1
5360	6	1	5	1	5	6	2
5361	6	1	5	1	5	6	3
5362	6	1	5	1	5	6	4
5363	6	1	5	1	5	6	5
5364	6	1	5	1	5	6	6
5365	6	1	5	1	6	1	1
5366	6	1	5	1	6	1	2
5367	6	1	5	1	6	1	3
5368	6	1	5	1	6	1	4
5369	6	1	5	1	6	1	5
5370	6	1	5	1	6	1	6
5371	6	1	5	1	6	2	1
5372	6	1	5	1	6	2	2
5373	6	1	5	1	6	2	3
5374	6	1	5	1	6	2	4
5375	6	1	5	1	6	2	5
5376	6	1	5	1	6	2	6
5377	6	1	5	1	6	3	1
5378	6	1	5	1	6	3	2
5379	6	1	5	1	6	3	3
5380	6	1	5	1	6	3	4
5381	6	1	5	1	6	3	5
5382	6	1	5	1	6	3	6
5383	6	1	5	1	6	4	1
5384	6	1	5	1	6	4	2
5385	6	1	5	1	6	4	3
5386	6	1	5	1	6	4	4
5387	6	1	5	1	6	4	5
5388	6	1	5	1	6	4	6
5389	6	1	5	1	6	5	1
5390	6	1	5	1	6	5	2
5391	6	1	5	1	6	5	3
5392	6	1	5	1	6	5	4
5393	6	1	5	1	6	5	5
5394	6	1	5	1	6	5	6
5395	6	1	5	1	6	6	1
5396	6	1	5	1	6	6	2
5397	6	1	5	1	6	6	3
5398	6	1	5	1	6	6	4
5399	6	1	5	1	6	6	5
5400	6	1	5	1	6	6	6
5401	6	1	5	2	1	1	1
5402	6	1	5	2	1	1	2
5403	6	1	5	2	1	1	3
5404	6	1	5	2	1	1	4
5405	6	1	5	2	1	1	5
5406	6	1	5	2	1	1	6
5407	6	1	5	2	1	2	1
5408	6	1	5	2	1	2	2
5409	6	1	5	2	1	2	3
5410	6	1	5	2	1	2	4
5411	6	1	5	2	1	2	5
5412	6	1	5	2	1	2	6
5413	6	1	5	2	1	3	1
5414	6	1	5	2	1	3	2
5415	6	1	5	2	1	3	3
5416	6	1	5	2	1	3	4
5417	6	1	5	2	1	3	5
5418	6	1	5	2	1	3	6
5419	6	1	5	2	1	4	1
5420	6	1	5	2	1	4	2
5421	6	1	5	2	1	4	3
5422	6	1	5	2	1	4	4
5423	6	1	5	2	1	4	5
5424	6	1	5	2	1	4	6
5425	6	1	5	2	1	5	1
5426	6	1	5	2	1	5	2
5427	6	1	5	2	1	5	3
5428	6	1	5	2	1	5	4
5429	6	1	5	2	1	5	5
5430	6	1	5	2	1	5	6
5431	6	1	5	2	1	6	1
5432	6	1	5	2	1	6	2
5433	6	1	5	2	1	6	3
5434	6	1	5	2	1	6	4
5435	6	1	5	2	1	6	5
5436	6	1	5	2	1	6	6
5437	6	1	5	2	2	1	1
5438	6	1	5	2	2	1	2
5439	6	1	5	2	2	1	3
5440	6	1	5	2	2	1	4
5441	6	1	5	2	2	1	5
5442	6	1	5	2	2	1	6
5443	6	1	5	2	2	2	1
5444	6	1	5	2	2	2	2
5445	6	1	5	2	2	2	3
5446	6	1	5	2	2	2	4
5447	6	1	5	2	2	2	5
5448	6	1	5	2	2	2	6
5449	6	1	5	2	2	3	1
5450	6	1	5	2	2	3	2
5451	6	1	5	2	2	3	3
5452	6	1	5	2	2	3	4
5453	6	1	5	2	2	3	5
5454	6	1	5	2	2	3	6
5455	6	1	5	2	2	4	1
5456	6	1	5	2	2	4	2
5457	6	1	5	2	2	4	3
5458	6	1	5	2	2	4	4
5459	6	1	5	2	2	4	5
5460	6	1	5	2	2	4	6
5461	6	1	5	2	2	5	1
5462	6	1	5	2	2	5	2
5463	6	1	5	2	2	5	3
5464	6	1	5	2	2	5	4
5465	6	1	5	2	2	5	5
5466	6	1	5	2	2	5	6
5467	6	1	5	2	2	6	1
5468	6	1	5	2	2	6	2
5469	6	1	5	2	2	6	3
5470	6	1	5	2	2	6	4
5471	6	1	5	2	2	6	5
5472	6	1	5	2	2	6	6
5473	6	1	5	2	3	1	1
5474	6	1	5	2	3	1	2
5475	6	1	5	2	3	1	3
5476	6	1	5	2	3	1	4
5477	6	1	5	2	3	1	5
5478	6	1	5	2	3	1	6
5479	6	1	5	2	3	2	1
5480	6	1	5	2	3	2	2
5481	6	1	5	2	3	2	3
5482	6	1	5	2	3	2	4
5483	6	1	5	2	3	2	5
5484	6	1	5	2	3	2	6
5485	6	1	5	2	3	3	1
5486	6	1	5	2	3	3	2
5487	6	1	5	2	3	3	3
5488	6	1	5	2	3	3	4
5489	6	1	5	2	3	3	5
5490	6	1	5	2	3	3	6
5491	6	1	5	2	3	4	1
5492	6	1	5	2	3	4	2
5493	6	1	5	2	3	4	3
5494	6	1	5	2	3	4	4
5495	6	1	5	2	3	4	5
5496	6	1	5	2	3	4	6
5497	6	1	5	2	3	5	1
5498	6	1	5	2	3	5	2
5499	6	1	5	2	3	5	3
5500	6	1	5	2	3	5	4
5501	6	1	5	2	3	5	5
5502	6	1	5	2	3	5	6
5503	6	1	5	2	3	6	1
5504	6	1	5	2	3	6	2
5505	6	1	5	2	3	6	3
5506	6	1	5	2	3	6	4
5507	6	1	5	2	3	6	5
5508	6	1	5	2	3	6	6
5509	6	1	5	2	4	1	1
5510	6	1	5	2	4	1	2
5511	6	1	5	2	4	1	3
5512	6	1	5	2	4	1	4
5513	6	1	5	2	4	1	5
5514	6	1	5	2	4	1	6
5515	6	1	5	2	4	2	1
5516	6	1	5	2	4	2	2
5517	6	1	5	2	4	2	3
5518	6	1	5	2	4	2	4
5519	6	1	5	2	4	2	5
5520	6	1	5	2	4	2	6
5521	6	1	5	2	4	3	1
5522	6	1	5	2	4	3	2
5523	6	1	5	2	4	3	3
5524	6	1	5	2	4	3	4
5525	6	1	5	2	4	3	5
5526	6	1	5	2	4	3	6
5527	6	1	5	2	4	4	1
5528	6	1	5	2	4	4	2
5529	6	1	5	2	4	4	3
5530	6	1	5	2	4	4	4
5531	6	1	5	2	4	4	5
5532	6	1	5	2	4	4	6
5533	6	1	5	2	4	5	1
5534	6	1	5	2	4	5	2
5535	6	1	5	2	4	5	3
5536	6	1	5	2	4	5	4
5537	6	1	5	2	4	5	5
5538	6	1	5	2	4	5	6
5539	6	1	5	2	4	6	1
5540	6	1	5	2	4	6	2
5541	6	1	5	2	4	6	3
5542	6	1	5	2	4	6	4
5543	6	1	5	2	4	6	5
5544	6	1	5	2	4	6	6
5545	6	1	5	2	5	1	1
5546	6	1	5	2	5	1	2
5547	6	1	5	2	5	1	3
5548	6	1	5	2	5	1	4
5549	6	1	5	2	5	1	5
5550	6	1	5	2	5	1	6
5551	6	1	5	2	5	2	1
5552	6	1	5	2	5	2	2
5553	6	1	5	2	5	2	3
5554	6	1	5	2	5	2	4
5555	6	1	5	2	5	2	5
5556	6	1	5	2	5	2	6
5557	6	1	5	2	5	3	1
5558	6	1	5	2	5	3	2
5559	6	1	5	2	5	3	3
5560	6	1	5	2	5	3	4
5561	6	1	5	2	5	3	5
5562	6	1	5	2	5	3	6
5563	6	1	5	2	5	4	1
5564	6	1	5	2	5	4	2
5565	6	1	5	2	5	4	3
5566	6	1	5	2	5	4	4
5567	6	1	5	2	5	4	5
5568	6	1	5	2	5	4	6
5569	6	1	5	2	5	5	1
5570	6	1	5	2	5	5	2
5571	6	1	5	2	5	5	3
5572	6	1	5	2	5	5	4
5573	6	1	5	2	5	5	5
5574	6	1	5	2	5	5	6
5575	6	1	5	2	5	6	1
5576	6	1	5	2	5	6	2
5577	6	1	5	2	5	6	3
5578	6	1	5	2	5	6	4
5579	6	1	5	2	5	6	5
5580	6	1	5	2	5	6	6
5581	6	1	5	2	6	1	1
5582	6	1	5	2	6	1	2
5583	6	1	5	2	6	1	3
5584	6	1	5	2	6	1	4
5585	6	1	5	2	6	1	5
5586	6	1	5	2	6	1	6
5587	6	1	5	2	6	2	1
5588	6	1	5	2	6	2	2
5589	6	1	5	2	6	2	3
5590	6	1	5	2	6	2	4
5591	6	1	5	2	6	2	5
5592	6	1	5	2	6	2	6
5593	6	1	5	2	6	3	1
5594	6	1	5	2	6	3	2
5595	6	1	5	2	6	3	3
5596	6	1	5	2	6	3	4
5597	6	1	5	2	6	3	5
5598	6	1	5	2	6	3	6
5599	6	1	5	2	6	4	1
5600	6	1	5	2	6	4	2
5601	6	1	5	2	6	4	3
5602	6	1	5	2	6	4	4
5603	6	1	5	2	6	4	5
5604	6	1	5	2	6	4	6
5605	6	1	5	2	6	5	1
5606	6	1	5	2	6	5	2
5607	6	1	5	2	6	5	3
5608	6	1	5	2	6	5	4
5609	6	1	5	2	6	5	5
5610	6	1	5	2	6	5	6
5611	6	1	5	2	6	6	1
5612	6	1	5	2	6	6	2
5613	6	1	5	2	6	6	3
5614	6	1	5	2	6	6	4
5615	6	1	5	2	6	6	5
5616	6	1	5	2	6	6	6
5617	6	1	5	3	1	1	1
5618	6	1	5	3	1	1	2
5619	6	1	5	3	1	1	3
5620	6	1	5	3	1	1	4
5621	6	1	5	3	1	1	5
5622	6	1	5	3	1	1	6
5623	6	1	5	3	1	2	1
5624	6	1	5	3	1	2	2
5625	6	1	5	3	1	2	3
5626	6	1	5	3	1	2	4
5627	6	1	5	3	1	2	5
5628	6	1	5	3	1	2	6
5629	6	1	5	3	1	3	1
5630	6	1	5	3	1	3	2
5631	6	1	5	3	1	3	3
5632	6	1	5	3	1	3	4
5633	6	1	5	3	1	3	5
5634	6	1	5	3	1	3	6
5635	6	1	5	3	1	4	1
5636	6	1	5	3	1	4	2
5637	6	1	5	3	1	4	3
5638	6	1	5	3	1	4	4
5639	6	1	5	3	1	4	5
5640	6	1	5	3	1	4	6
5641	6	1	5	3	1	5	1
5642	6	1	5	3	1	5	2
5643	6	1	5	3	1	5	3
5644	6	1	5	3	1	5	4
5645	6	1	5	3	1	5	5
5646	6	1	5	3	1	5	6
5647	6	1	5	3	1	6	1
5648	6	1	5	3	1	6	2
5649	6	1	5	3	1	6	3
5650	6	1	5	3	1	6	4
5651	6	1	5	3	1	6	5
5652	6	1	5	3	1	6	6
5653	6	1	5	3	2	1	1
5654	6	1	5	3	2	1	2
5655	6	1	5	3	2	1	3
5656	6	1	5	3	2	1	4
5657	6	1	5	3	2	1	5
5658	6	1	5	3	2	1	6
5659	6	1	5	3	2	2	1
5660	6	1	5	3	2	2	2
5661	6	1	5	3	2	2	3
5662	6	1	5	3	2	2	4
5663	6	1	5	3	2	2	5
5664	6	1	5	3	2	2	6
5665	6	1	5	3	2	3	1
5666	6	1	5	3	2	3	2
5667	6	1	5	3	2	3	3
5668	6	1	5	3	2	3	4
5669	6	1	5	3	2	3	5
5670	6	1	5	3	2	3	6
5671	6	1	5	3	2	4	1
5672	6	1	5	3	2	4	2
5673	6	1	5	3	2	4	3
5674	6	1	5	3	2	4	4
5675	6	1	5	3	2	4	5
5676	6	1	5	3	2	4	6
5677	6	1	5	3	2	5	1
5678	6	1	5	3	2	5	2
5679	6	1	5	3	2	5	3
5680	6	1	5	3	2	5	4
5681	6	1	5	3	2	5	5
5682	6	1	5	3	2	5	6
5683	6	1	5	3	2	6	1
5684	6	1	5	3	2	6	2
5685	6	1	5	3	2	6	3
5686	6	1	5	3	2	6	4
